	ISU_CD	ISU_SRT_CD	ISU_NM	ISU_ABBRV	ISU_ENG_NM	LIST_DD	MKT_TP_NM	SECUGRP_NM	SECT_TP_NM	KIND_STKCERT_TP_NM	PARVAL	LIST_SHRS	KOSPI200
1387	KR7100120005	100120	뷰웍스	뷰웍스	Vieworks Co., Ltd.	20090410	KOSDAQ	주권	우량기업부	보통주	500	9360000	
1388	KR7406820001	406820	뷰티스킨	뷰티스킨	BEAUTYSKIN Co., Ltd.	20230724	KOSDAQ	주권	벤처기업부	보통주	500	3534040	
1389	KR7099390007	099390	브레인즈컴퍼니	브레인즈컴퍼니	Brainzcompany Co., Ltd.	20210819	KOSDAQ	주권	벤처기업부	보통주	500	8208283	
1390	KR7064480007	064480	브리지텍	브리지텍	BRIDGETEC Corp.	20080604	KOSDAQ	주권	벤처기업부	보통주	500	11952500	
1391	KR7365900000	365900	브이씨	브이씨	VC Inc.	20220224	KOSDAQ	주권	벤처기업부	보통주	500	7310300	
1392	KR7089970008	089970	브이엠	브이엠	VM	20180823	KOSDAQ	주권	우량기업부	보통주	100	24411695	
1393	KR7251630000	251630	브이원텍	브이원텍	V-ONE TECH CO., LTD.	20170713	KOSDAQ	주권	벤처기업부	보통주	500	15942886	
1394	KR7018290007	018290	브이티	브이티	VT	19940907	KOSDAQ	주권	우량기업부	보통주	500	34941838	
1395	KR7478560006	478560	블랙야크아이앤씨	블랙야크아이앤씨	BLACK YAK I&C CO.,LTD	20250121	KOSDAQ	주권	벤처기업부	보통주	100	25830298	
1396	KR7439580002	439580	블루엠텍	블루엠텍	BLUEMTEC CO., LTD.	20231213	KOSDAQ	주권	기술성장기업부	보통주	100	33846547	
1397	KR7033560004	033560	블루콤	블루콤	BLUECOM CO.,LTD.	20110126	KOSDAQ	주권	중견기업부	보통주	500	17100000	
1398	KR7369370002	369370	블리츠웨이엔터테인먼트	블리츠웨이엔터테인먼트	Blitzway Entertainment	20201223	KOSDAQ	주권	벤처기업부	보통주	100	49871911	
1399	KR7126340009	126340	비나텍	비나텍	VINA TECH CO.,LTD.	20200923	KOSDAQ	주권	벤처기업부	보통주	500	6733708	
1400	KR7121800007	121800	비덴트	비덴트	Vidente Co., Ltd.	20111201	KOSDAQ	주권	관리종목(소속부없음)	보통주	500	77201611	
1401	KR7082800004	082800	비보존제약	비보존 제약	VIVOZON PHARMACEUTICAL	20051118	KOSDAQ	주권	중견기업부	보통주	2500	50104666	
1402	KR7318410008	318410	비비씨	비비씨	Best Bristle Company CO., Ltd.	20200921	KOSDAQ	주권	중견기업부	보통주	500	5555243	
1403	KR7419540000	419540	비스토스	비스토스	Bistos Co., Ltd.	20221018	KOSDAQ	주권	벤처기업부	보통주	100	22992511	
1404	KR7146320007	146320	비씨엔씨	비씨엔씨	BCnC Co., Ltd.	20220303	KOSDAQ	주권	벤처기업부	보통주	500	12797923	
1405	KR7200780005	200780	비씨월드제약	비씨월드제약	BCWORLDPHARM Co., Ltd.	20141215	KOSDAQ	주권	중견기업부	보통주	200	9736240	
1406	KR7413640004	413640	비아이매트릭스	비아이매트릭스	BI MATRIX Co., Ltd.	20231109	KOSDAQ	주권	벤처기업부	보통주	500	7206940	
1407	KR7141000000	141000	비아트론	비아트론	Viatron Technologies, Inc.	20120504	KOSDAQ	주권	벤처기업부	보통주	500	12114710	
1408	KR7083650002	083650	비에이치아이	비에이치아이	BHI Co., LTD.	20051202	KOSDAQ	주권	중견기업부	보통주	500	30944375	
1409	KR7139050009	139050	비에프랩스	BF랩스	BFLABS	20110729	KOSDAQ	주권	관리종목(소속부없음)	보통주	500	8644551	
1410	KR7473370005	473370	비엔케이제2호기업인수목적	비엔케이제2호스팩	BNK 2 SPECIAL PURPOSE ACQUISITION COMPANY	20240305	KOSDAQ	주권	SPAC(소속부없음)	보통주	100	4210000	
1411	KR70068Y0003	0068Y0	비엔케이제3호기업인수목적	비엔케이제3호스팩	BNK 3 SPECIAL PURPOSE ACQUISITION COMPANY	20251121	KOSDAQ	주권	SPAC(소속부없음)	보통주	100	4310000	
1412	KR7065170003	065170	비엘팜텍	비엘팜텍	BL Pharmtech	20021119	KOSDAQ	주권	투자주의환기종목(소속부없음)	보통주	500	26683025	
1413	KR7086670007	086670	비엠티	비엠티	BMT Co.,Ltd.	20071102	KOSDAQ	주권	우량기업부	보통주	500	9925885	
1414	KR7230980005	230980	비유테크놀러지	비유테크놀러지	B.U Technology	20160302	KOSDAQ	주권	관리종목(소속부없음)	보통주	100	93320557	
1415	KR7126600006	126600	비지에프에코머티리얼즈	BGF에코머티리얼즈	BGFecomaterials	20101112	KOSDAQ	주권	우량기업부	보통주	500	62766899	
1416	KR7488900002	488900	비츠로넥스텍	비츠로넥스텍	Vitzro Nextech Co., LTD	20251121	KOSDAQ	주권	기술성장기업부	보통주	500	28976443	
1417	KR7082920000	082920	비츠로셀	비츠로셀	VITZROCELL Co., Ltd.	20091028	KOSDAQ	주권	우량기업부	보통주	500	45339477	
1418	KR7054220009	054220	비츠로시스	비츠로시스	VitzroSys., Co. LTD	20011226	KOSDAQ	주권	벤처기업부	보통주	500	59953081	
1419	KR7042370007	042370	비츠로테크	비츠로테크	Vitzro Tech Co., LTD.	20000803	KOSDAQ	주권	우량기업부	보통주	500	26200025	
1420	KR7050090000	050090	비케이홀딩스	비케이홀딩스	BK Holdings	20040629	KOSDAQ	주권	투자주의환기종목(소속부없음)	보통주	500	19784735	
1421	KR7148780000	148780	비큐에이아이	비큐AI	BECU AI	20220620	KOSDAQ	주권	기술성장기업부	보통주	500	31445725	
1422	KR7307870006	307870	비투엔	비투엔	B2En	20181212	KOSDAQ	주권	벤처기업부	보통주	100	59564511	
1423	KR7377030002	377030	비트맥스	비트맥스	BITMAX	20210727	KOSDAQ	주권	기술성장기업부	보통주	500	37231222	
1424	KR7032850000	032850	비트컴퓨터	비트컴퓨터	BITComputer	19970704	KOSDAQ	주권	벤처기업부	보통주	500	16623293	
1425	KR7049470008	049470	비트플래닛	비트플래닛	BITPLANET	20011011	KOSDAQ	주권	중견기업부	보통주	100	117724498	
1426	KR7238200000	238200	비피도	비피도	BIFIDO. Co. Ltd	20181226	KOSDAQ	주권	벤처기업부	보통주	500	8180000	
1427	KR7093190007	093190	빅솔론	빅솔론	BIXOLON Co., Ltd	20070820	KOSDAQ	주권	우량기업부	보통주	500	19238905	
1428	KR7065450009	065450	빅텍	빅텍	VICTEK. Co., Ltd.	20030205	KOSDAQ	주권	벤처기업부	보통주	200	28652800	
1429	KR7044480002	044480	빌리언스	빌리언스	Billions	20010111	KOSDAQ	주권	중견기업부	보통주	100	80663728	
1430	KR7069540003	069540	빛과전자	빛과전자	LIGHTRON FIBER-OPTIC DEVICES	20040213	KOSDAQ	주권	중견기업부	보통주	500	60990153	
1431	KR7072950009	072950	빛샘전자	빛샘전자	VISSEM Electronics Co., Ltd.	20120321	KOSDAQ	주권	벤처기업부	보통주	500	8052610	
1432	KR7451250005	451250	삐아	삐아	BBIA.CO.,LTD.	20240425	KOSDAQ	주권	벤처기업부	보통주	500	10225877	
1433	KR7143240000	143240	사람인	사람인	Saramin	20120221	KOSDAQ	주권	우량기업부	보통주	500	11709263	
1434	KR7466410008	466410	사이냅소프트	사이냅소프트	Synapsoft Corp.	20241119	KOSDAQ	주권	벤처기업부	보통주	500	5037023	
1435	KR7223310004	223310	사토시홀딩스	사토시홀딩스	Satoshi Holdings	20151224	KOSDAQ	주권	중견기업부	보통주	100	26023214	
1436	KR7452430002	452430	사피엔반도체	사피엔반도체	Sapien Semiconductors Inc.	20240219	KOSDAQ	주권	기술성장기업부	보통주	100	8218046	
1437	KR7419120001	419120	산돌	산돌	Sandoll, Inc.	20221027	KOSDAQ	주권	중견기업부	보통주	500	15133507	
1438	KR7122350002	122350	삼기	삼기	SAMKEE CORP.	20100319	KOSDAQ	주권	중견기업부	보통주	100	38339428	
1439	KR7419050000	419050	삼기에너지솔루션즈	삼기에너지솔루션즈	SAMKEE ENERGY SOLUTIONS	20230203	KOSDAQ	주권	우량기업부	보통주	100	57196240	
1440	KR7014970008	014970	삼륭물산	삼륭물산	Samryoong	19921229	KOSDAQ	주권	중견기업부	보통주	500	15125000	
1441	KR7018310003	018310	삼목에스폼	삼목에스폼	SAMMOK S-FORM CO.,LTD.	19960503	KOSDAQ	주권	우량기업부	보통주	500	14700000	
1442	KR7012210001	012210	삼미금속	삼미금속	Sammi Metal Products Co., Ltd.	20251229	KOSDAQ	주권	중견기업부	보통주	1000	22192012	
1443	KR7053700001	053700	삼보모터스	삼보모터스	SAMBO MOTORS CO., LTD.	20011106	KOSDAQ	주권	우량기업부	보통주	500	22877190	
1444	KR7009620006	009620	삼보산업	삼보산업	SAMBO Industrial Co., Ltd.	19931207	KOSDAQ	주권	중견기업부	보통주	100	16386091	
1445	KR7023600000	023600	삼보판지	삼보판지	SAMBO CORRUGATED BOARD CO., LTD.	19960529	KOSDAQ	주권	우량기업부	보통주	500	16008300	
1446	KR70044K0008	0044K0	삼성기업인수목적10호	삼성스팩10호	SAMSUNG SPECIAL PURPOSE ACQUISITION 10 COMPANY	20250821	KOSDAQ	주권	SPAC(소속부없음)	보통주	100	7520000	
1447	KR70071M0002	0071M0	삼성기업인수목적11호	삼성스팩11호	SAMSUNG SPECIAL PURPOSE ACQUISITION 11 COMPANY	20250930	KOSDAQ	주권	SPAC(소속부없음)	보통주	100	5760000	
1448	KR70096B0006	0096B0	삼성기업인수목적12호	삼성스팩12호	SAMSUNG SPECIAL PURPOSE ACQUISITION 12 COMPANY	20251128	KOSDAQ	주권	SPAC(소속부없음)	보통주	100	6580000	
1449	KR7009300005	009300	삼아제약	삼아제약	Sam-A Pharm. Co. Ltd	20000719	KOSDAQ	주권	우량기업부	보통주	1000	6370000	
1450	KR7482630001	482630	삼양엔씨켐	삼양엔씨켐	SAMYANG NC Chem Corp.	20250203	KOSDAQ	주권	중견기업부	보통주	500	10944140	
1451	KR7484590005	484590	삼양컴텍	삼양컴텍	SAMYANG COMTECH CO., LTD.	20250818	KOSDAQ	주권	중견기업부	보통주	500	41210450	
1452	KR7036670008	036670	삼양케이씨아이	삼양케이씨아이	Samyang KCI	20010103	KOSDAQ	주권	우량기업부	보통주	500	11270000	
1453	KR7060310000	060310	삼에스코리아	3S	3S KOREA CO., LTD	20020423	KOSDAQ	주권	벤처기업부	보통주	500	53059040	
1454	KR7361670003	361670	삼영에스앤씨	삼영에스앤씨	SAMYOUNG S&C CO., LTD.	20210521	KOSDAQ	주권	기술성장기업부	보통주	500	5667658	
1455	KR7054540000	054540	삼영엠텍	삼영엠텍	SAMYOUNG M-TEK CO. LTD.	20011115	KOSDAQ	주권	중견기업부	보통주	500	13000000	
1456	KR7065570004	065570	삼영이엔씨	삼영이엔씨	Samyung ENC Co., Ltd.	20030121	KOSDAQ	주권	관리종목(소속부없음)	보통주	500	16093838	
1457	KR7014950000	014950	삼익제약	삼익제약	SAMIK PHARM. Co., LTD.	20251027	KOSDAQ	주권	벤처기업부	보통주	100	9171413	
1458	KR7032280000	032280	삼일	삼일	SamIl	19970315	KOSDAQ	주권	중견기업부	보통주	1000	16213590	
1459	KR7002290005	002290	삼일기업공사	삼일기업공사	SAMIL ENTERPRISE CO., LTD.	19921130	KOSDAQ	주권	벤처기업부	보통주	500	12400000	
1460	KR7037460003	037460	삼지전자	삼지전자	SAMJI ELECTRONICS CO., LTD.	19991216	KOSDAQ	주권	벤처기업부	보통주	500	16318522	
1461	KR7032750002	032750	삼진	삼진	Samjin	19970714	KOSDAQ	주권	우량기업부	보통주	500	9031122	
1462	KR70013V0002	0013V0	삼진식품	삼진식품	Samjinfood Co., Ltd.	20251222	KOSDAQ	주권	중견기업부	보통주	500	9918656	
1463	KR7054090006	054090	삼진엘앤디	삼진엘앤디	SAMJIN LND COMPANY LIMITED	20040206	KOSDAQ	주권	중견기업부	보통주	500	24959232	
1464	KR7000250001	000250	삼천당제약	삼천당제약	SAM CHUN DANG PHARM CO. LTD	20001004	KOSDAQ	주권	중견기업부	보통주	500	23457472	
1465	KR7024950008	024950	삼천리자전거	삼천리자전거	SAMCHULY BICYCLE CO., LTD	19950104	KOSDAQ	주권	중견기업부	보통주	500	13273577	
1466	KR7038500005	038500	삼표시멘트	삼표시멘트	SAMPYO Cement Co., Ltd.	20010201	KOSDAQ	주권	우량기업부	보통주	500	107916306	
1467	KR7437730005	437730	삼현	삼현	SAMHYUN CO.,LTD	20240321	KOSDAQ	주권	기술성장기업부	보통주	500	31707567	
1468	KR7017480005	017480	삼현철강	삼현철강	SAMHYUN STEEL Co., Ltd	20010109	KOSDAQ	주권	우량기업부	보통주	500	15702890	
1469	KR7046390001	046390	삼화네트웍스	삼화네트웍스	SAMHWA NETWORKS Co.,Ltd.	20010111	KOSDAQ	주권	중견기업부	보통주	200	43172933	
1470	KR7027580000	027580	상보	상보	SANG BO Co.,Ltd	20071001	KOSDAQ	주권	중견기업부	보통주	500	59181279	
1471	KR7038540001	038540	상상인	상상인	Sangsangin Co., Ltd.	20000818	KOSDAQ	주권	중견기업부	보통주	1000	55328313	
1472	KR7452670003	452670	상상인제4호기업인수목적	상상인제4호스팩	Sangsangin No.4 Special Purpose Acquisition Company	20230914	KOSDAQ	주권	SPAC(소속부없음)	보통주	100	5220000	
1473	KR7091580001	091580	상신이디피	상신이디피	SANGSIN ENERGY DISPLAY PRECISION CO.,LTD	20070523	KOSDAQ	주권	우량기업부	보통주	500	13328219	
1474	KR7263810004	263810	상신전자	상신전자	Sangshin Electronics Co.,Ltd.	20171016	KOSDAQ	주권	중견기업부	보통주	500	15924825	
1475	KR7089980007	089980	상아프론테크	상아프론테크	SANG-A FRONTEC CO., LTD.	20110721	KOSDAQ	주권	우량기업부	보통주	500	15989037	
1476	KR7042940007	042940	상지건설	상지건설	Sangji Construction, Inc.	20001019	KOSDAQ	주권	중견기업부	보통주	5000	6828712	
1477	KR7042600007	042600	새로닉스	새로닉스	SERONICS. CO., LTD.	20021001	KOSDAQ	주권	중견기업부	보통주	500	12423574	
1478	KR7107600009	107600	새빗켐	새빗켐	Sebitchem Co., LTD	20220804	KOSDAQ	주권	벤처기업부	보통주	500	5630054	
1479	KR7411080005	411080	샌즈랩	샌즈랩	SANDS LAB Inc.	20230215	KOSDAQ	주권	기술성장기업부	보통주	100	15267638	
1480	KR7252990007	252990	샘씨엔에스	샘씨엔에스	SEMCNS Co., Ltd.	20210520	KOSDAQ	주권	기술성장기업부	보통주	500	58388063	
1481	KR7378800007	378800	샤페론	샤페론	Shaperon Inc.	20221019	KOSDAQ	주권	기술성장기업부	보통주	500	46243031	
1482	KR7294630009	294630	서남	서남	SuNAM Co., Ltd.	20200220	KOSDAQ	주권	기술성장기업부	보통주	500	24144099	
1483	KR7038070009	038070	서린바이오사이언스	서린바이오	SeouLinBioscience CO., LTD.	20051025	KOSDAQ	주권	우량기업부	보통주	500	9100676	
1484	KR7006730006	006730	서부티엔디	서부T&D	Seobu T&D Co.,Ltd	19951006	KOSDAQ	주권	우량기업부	보통주	500	65426923	
1485	KR7079650008	079650	서산	서산	Seo San Co. Ltd.	20050121	KOSDAQ	주권	중견기업부	보통주	100	20000000	
1486	KR7100660000	100660	서암기계공업	서암기계공업	SEOAM MACHINERY INDUSTRY CO., LTD.	20111219	KOSDAQ	주권	중견기업부	보통주	500	12600000	
1487	KR7019770007	019770	서연탑메탈	서연탑메탈	SEOYON TOPMETAL CO., LTD.	20110624	KOSDAQ	주권	우량기업부	보통주	500	11650000	
1488	KR7043710003	043710	서울리거	서울리거	SEOULEAGUER CO., LTD.	20020711	KOSDAQ	주권	중견기업부	보통주	500	86562510	
1489	KR7092190008	092190	서울바이오시스	서울바이오시스	SEOUL VIOSYS CO., LTD.	20200306	KOSDAQ	주권	중견기업부	보통주	500	45868383	
1490	KR7046890000	046890	서울반도체	서울반도체	SEOUL SEMICONDUCTOR CO., LTD.	20020117	KOSDAQ	주권	중견기업부	보통주	500	58305400	
1491	KR7063170005	063170	서울옥션	서울옥션	Seoul Auction Co. Ltd..	20080701	KOSDAQ	주권	중견기업부	보통주	500	17774267	
1492	KR7027040005	027040	서울전자통신	서울전자통신	SEOUL ELECTRONICS & TELECOM	19991203	KOSDAQ	주권	관리종목(소속부없음)	보통주	100	69588847	
1493	KR7018680009	018680	서울제약	서울제약	SEOUL PHARMA CO., LTD	20000818	KOSDAQ	주권	벤처기업부	보통주	500	11659319	
1494	KR7036120004	036120	서울평가정보	서울평가정보	Seoul Information Service	19991207	KOSDAQ	주권	중견기업부	보통주	500	35500000	
1495	KR7093920007	093920	서원인텍	서원인텍	SEOWONINTECH.CO.,LTD	20071220	KOSDAQ	주권	우량기업부	보통주	500	18600000	
1496	KR7189860000	189860	서전기전	서전기전	SEOJEON ELECTRIC MACHINERY Co.,Ltd.	20141224	KOSDAQ	주권	투자주의환기종목(소속부없음)	보통주	500	9698780	
1497	KR7178320008	178320	서진시스템	서진시스템	SEOJIN SYSTEM CO., LTD	20170327	KOSDAQ	주권	벤처기업부	보통주	500	55873279	
1498	KR7122690001	122690	서진오토모티브	서진오토모티브	Seojin Automotive Co.,Ltd.	20100525	KOSDAQ	주권	우량기업부	보통주	500	22484907	
1499	KR7140070004	140070	서플러스글로벌	서플러스글로벌	SurplusGLOBAL,Inc.	20170125	KOSDAQ	주권	우량기업부	보통주	100	36988000	
1500	KR7011370004	011370	서한	서한	Seohan	19940524	KOSDAQ	주권	우량기업부	보통주	500	100894865	
1501	KR7065710006	065710	서호전기	서호전기	Seoho Electric Co.,Ltd.	20020716	KOSDAQ	주권	중견기업부	보통주	500	5150000	
1502	KR7035890003	035890	서희건설	서희건설	SEOHEE CONSTRUCTION CO., LTD.	19991224	KOSDAQ	주권	관리종목(소속부없음)	보통주	500	229808457	
1503	KR7357550003	357550	석경에이티	석경에이티	Sukgyung AT Co., Ltd.	20201223	KOSDAQ	주권	기술성장기업부	보통주	500	5455000	
1504	KR7003100005	003100	선광	선광	SUN KWANG Co., Ltd	19991221	KOSDAQ	주권	우량기업부	보통주	1000	6600000	
1505	KR7067370007	067370	선바이오	선바이오	SunBio, Inc.	20221005	KOSDAQ	주권	기술성장기업부	보통주	500	12193555	
1506	KR7217620004	217620	선샤인푸드	선샤인푸드	Sunshine Food	20150610	KOSDAQ	주권	관리종목(소속부없음)	보통주	100	7035087	
1507	KR7171090004	171090	선익시스템	선익시스템	SUNIC SYSTEM Co., Ltd.	20170920	KOSDAQ	주권	중견기업부	보통주	500	9561504	
1508	KR7086710001	086710	선진뷰티사이언스	선진뷰티사이언스	SUNJIN BEAUTY SCIENCE CO., LTD.	20210127	KOSDAQ	주권	우량기업부	보통주	500	12203280	
1509	KR7014620009	014620	성광벤드	성광벤드	SUNG KWANG BEND CO., LTD.	20010111	KOSDAQ	주권	우량기업부	보통주	500	26557364	
1510	KR7037350006	037350	성도이엔지	성도이엔지	SUNGDO Engineering & Construction	20000111	KOSDAQ	주권	우량기업부	보통주	500	15470000	
1511	KR7458650009	458650	성우	성우	SUNGWOO CO., LTD	20241031	KOSDAQ	주권	벤처기업부	보통주	500	15045670	
1512	KR7081580003	081580	성우전자	성우전자	SUNGWOO ELECTRONICS CO., LTD.	20071012	KOSDAQ	주권	중견기업부	보통주	500	15508143	
1513	KR7045300001	045300	성우테크론	성우테크론	SUNGWOO TECHRON COMPANY	20011218	KOSDAQ	주권	중견기업부	보통주	500	10347365	
1514	KR7015750003	015750	성우하이텍	성우하이텍	SUNGWOO HITECH CO., LTD	19951104	KOSDAQ	주권	우량기업부	보통주	500	80000000	
1515	KR7365340009	365340	성일하이텍	성일하이텍	SungEel HiTech Co., Ltd.	20220728	KOSDAQ	주권	기술성장기업부	보통주	500	12235446	
1516	KR7080470008	080470	성창오토텍	성창오토텍	SUNGCHANG AUTOTECH CO.,LTD.	20061103	KOSDAQ	주권	중견기업부	보통주	500	7300000	
1517	KR7043260009	043260	성호전자	성호전자	SUNGHO ELECTRONICS CORP.	20011129	KOSDAQ	주권	우량기업부	보통주	500	70922823	
1518	KR7148150006	148150	세경하이테크	세경하이테크	Se Gyung Hi Tech Co., Ltd.	20190730	KOSDAQ	주권	우량기업부	보통주	500	35860429	
1519	KR7061090007	061090	세나테크놀로지	세나테크놀로지	Sena Technologies Co., Ltd.	20251114	KOSDAQ	주권	중견기업부	보통주	500	5585624	
1520	KR7188260004	188260	세니젠	세니젠	SANIGEN Co., Ltd.	20231103	KOSDAQ	주권	기술성장기업부	보통주	500	7228470	
1521	KR7053060000	053060	세동	세동	SAE DONG CO.LTD	20010817	KOSDAQ	주권	중견기업부	보통주	500	17657419	
1522	KR7340440007	340440	세림비앤지	세림B&G	SERIM B&G	20191227	KOSDAQ	주권	벤처기업부	보통주	100	28378364	
1523	KR7017510009	017510	세명전기공업	세명전기	SemyungElectricMachinery	19911226	KOSDAQ	주권	중견기업부	보통주	500	15246000	
1524	KR7490470002	490470	세미파이브	세미파이브	SemiFive Inc.	20251229	KOSDAQ	주권	기술성장기업부	보통주	1000	33710466	
1525	KR7011560000	011560	세보엠이씨	세보엠이씨	SEBO MANUFACTURING ENGINEERING CORP.	19961223	KOSDAQ	주권	우량기업부	보통주	500	10530000	
1526	KR7396300006	396300	세아메카닉스	세아메카닉스	SeA Mechanics Co., LTD.	20220324	KOSDAQ	주권	우량기업부	보통주	100	26489500	
1527	KR7100700004	100700	세운메디칼	세운메디칼	SEWOONMEDICAL CO., LTD.	20080930	KOSDAQ	주권	우량기업부	보통주	100	43800000	
1528	KR7024830002	024830	세원물산	세원물산	SewonCorporation	19941229	KOSDAQ	주권	우량기업부	보통주	500	8350000	
1529	KR7258830009	258830	세종메디칼	세종메디칼	SEJONG MEDICAL Co.Ltd.,	20180529	KOSDAQ	주권	관리종목(소속부없음)	보통주	100	65786351	
1530	KR7036630002	036630	세종텔레콤	세종텔레콤	Sejong Telecom, Inc.	20000104	KOSDAQ	주권	중견기업부	보통주	5000	10000000	
1531	KR7039310008	039310	세중	세중	SEJOONG CO., LTD.	20000609	KOSDAQ	주권	중견기업부	보통주	500	18121667	
1532	KR7067770008	067770	세진티에스	세진티에스	SEJIN T.S CO., LTD.	20040109	KOSDAQ	주권	중견기업부	보통주	500	8396593	
1533	KR7053450003	053450	세코닉스	세코닉스	SEKONIX CO., LTD.	20010809	KOSDAQ	주권	우량기업부	보통주	500	14792803	
1534	KR7222810004	222810	세토피아	세토피아	Setopia	20150813	KOSDAQ	주권	관리종목(소속부없음)	보통주	500	15131870	
1535	KR7252500004	252500	세화피앤씨	세화피앤씨	SEWHA P&C INC.	20161102	KOSDAQ	주권	중견기업부	보통주	100	41486390	
1536	KR7321370009	321370	센서뷰	센서뷰	SENSORVIEW CO., LTD.	20230719	KOSDAQ	주권	기술성장기업부	보통주	500	45143365	
1537	KR7347000002	347000	센코	센코	SENKO Co.,Ltd.	20201029	KOSDAQ	주권	기술성장기업부	보통주	500	37810846	
1538	KR7331920009	331920	셀레믹스	셀레믹스	Celemics, Inc.	20200821	KOSDAQ	주권	기술성장기업부	보통주	500	8164148	
1539	KR7352770002	352770	셀레스트라	셀레스트라	Celestra	20201204	KOSDAQ	주권	관리종목(소속부없음)	보통주	100	2592407	
1540	KR7471820001	471820	셀로맥스사이언스	셀로맥스사이언스	Cellromax Science Co., Ltd.	20241213	KOSDAQ	주권	벤처기업부	보통주	100	11581203	
1541	KR7049180003	049180	셀루메드	셀루메드	CELLUMED CO., LTD.	20020523	KOSDAQ	주권	투자주의환기종목(소속부없음)	보통주	500	54957063	
1542	KR7299660001	299660	셀리드	셀리드	Cellid Co., Ltd.	20190220	KOSDAQ	주권	기술성장기업부	보통주	500	29502977	
1543	KR7108860008	108860	셀바스에이아이	셀바스AI	SELVAS AI Inc.	20091210	KOSDAQ	주권	벤처기업부	보통주	500	26914790	
1544	KR7208370007	208370	셀바스헬스케어	셀바스헬스케어	SELVAS Healthcare, Inc.	20141217	KOSDAQ	주권	벤처기업부	보통주	500	25740564	
1545	KR7318160009	318160	셀바이오휴먼텍	셀바이오휴먼텍	Cell Bio Human Tech Co.,LTD	20230420	KOSDAQ	주권	벤처기업부	보통주	500	9341201	
1546	KR7308430008	308430	셀비온	셀비온	Cellbion Co., Ltd	20241016	KOSDAQ	주권	기술성장기업부	보통주	500	12831510	
1547	KR7068760008	068760	셀트리온제약	셀트리온제약	Celltrion Pharm Inc.	20060203	KOSDAQ	주권	우량기업부	보통주	500	43681920	
1548	KR7068940006	068940	셀피글로벌	셀피글로벌	Cellfie Global	20101019	KOSDAQ	주권	관리종목(소속부없음)	보통주	200	45912716	
1549	KR7007720006	007720	소노스퀘어	소노스퀘어	SONO SQUARE	19940106	KOSDAQ	주권	중견기업부	보통주	500	100800450	
1550	KR7290690007	290690	소룩스	소룩스	Solux Co., Ltd.	20201106	KOSDAQ	주권	중견기업부	보통주	500	48754156	
1551	KR8840150005	950200	소마젠	소마젠	Psomagen, Inc.	20200713	KOSDAQ	주식예탁증권	외국기업(소속부없음)	보통주	0	19236053	
1552	KR7032680001	032680	소프트센	소프트센	SOFTCEN CO., LTD.	19970718	KOSDAQ	주권	중견기업부	보통주	200	105590764	
1553	KR7032681009	032685	소프트센1우선주	소프트센우	SOFTCEN CO., LTD.(1P)	20020416	KOSDAQ	주권	중견기업부	신형우선주	200	357142	
1554	KR7258790005	258790	소프트캠프	소프트캠프	SOFTCAMP CO., LTD	20170427	KOSDAQ	주권	벤처기업부	보통주	100	24991284	
1555	KR7066910001	066910	손오공	손오공	SONOKONG CO., LTD.	20050107	KOSDAQ	주권	중견기업부	보통주	500	66933164	
1556	KR7215090002	215090	솔디펜스	솔디펜스	SolDefense	20150428	KOSDAQ	주권	중견기업부	보통주	500	23155661	
1557	KR7035610005	035610	솔본	솔본	SOLBORN, Inc.	19990813	KOSDAQ	주권	벤처기업부	보통주	500	27345997	
1558	KR7357780006	357780	솔브레인	솔브레인	Soulbrain Co., Ltd.	20200806	KOSDAQ	주권	우량기업부	보통주	500	7778566	
1559	KR7036830008	036830	솔브레인홀딩스	솔브레인홀딩스	Soulbrain Holdings Co., Ltd.	20000118	KOSDAQ	주권	우량기업부	보통주	500	20964056	
1560	KR7304100001	304100	솔트룩스	솔트룩스	SALTLUX Inc	20200723	KOSDAQ	주권	기술성장기업부	보통주	500	12593855	
1561	KR7328380001	328380	솔트웨어	솔트웨어	Saltware	20190820	KOSDAQ	주권	벤처기업부	보통주	100	34262778	
1562	KR7086980000	086980	쇼박스	쇼박스	SHOWBOX Corp.	20060707	KOSDAQ	주권	중견기업부	보통주	500	62638000	
1563	KR7050960004	050960	수산아이앤티	수산아이앤티	SOOSAN INT Co., LTD.	20161011	KOSDAQ	주권	벤처기업부	보통주	500	6751000	
1564	KR7084180009	084180	수성웹툰	수성웹툰	Soosung Webtoon	20051216	KOSDAQ	주권	중견기업부	보통주	5000	18074283	
1565	KR7253840003	253840	수젠텍	수젠텍	Sugentech, Inc.	20190528	KOSDAQ	주권	벤처기업부	보통주	500	16743200	
1566	KR7067160002	067160	숲	SOOP	SOOP	20031219	KOSDAQ	주권	우량기업부	보통주	500	11494767	
1567	KR7298830001	298830	슈어소프트테크	슈어소프트테크	Suresofttech Inc.	20230428	KOSDAQ	주권	벤처기업부	보통주	100	52619061	
1568	KR7236200002	236200	슈프리마	슈프리마	Suprema Inc.	20160205	KOSDAQ	주권	우량기업부	보통주	500	7257273	
1569	KR7094840006	094840	슈프리마에이치큐	슈프리마에이치큐	Suprema HQ Inc.	20080711	KOSDAQ	주권	벤처기업부	보통주	500	10471840	
1570	KR7192440006	192440	슈피겐코리아	슈피겐코리아	Spigen Korea Co., Ltd	20141105	KOSDAQ	주권	우량기업부	보통주	500	6216363	
